Accesion No.,Book Title,Author,Rack No.,Classification,Condition,Copy,Source,Corrections
62343,Tarka Sangraha Dipika,Gopinath Bhattacharya,R-5-B,C2,D,RC,MAIN,
62436,Cultural History of Ancient India,Jophi P S,R-0-Z,M,NA,OC,MAIN,
62441,Bhoja's Sringara Prakasha,Dr Raghavan V,R-5-D,J,G,OC,MAIN,
62575,Ancient Cities And Tours of Rajasthan,Kailash Chand Jain,R-10-B,M,G,OC,MAIN,
62576,Sanskrit Syntax,Speijer J S,R-5-D,L,G,OC,MAIN,
62577,A Socio-Political Study of The Valmiki Ramayana,Ramasya Sharma,R-8-B,D4,G,OC,MAIN,
62578,"A Survey of Languages Semitic, Aryan And Tusmanian Families",Max Muller F,R-0-Z,L,NA,OC,MAIN,
62579,Janiki Haranam,Swaminathan C R,R-14-E,F1,G,OC,MAIN,
62580,Studies In Sanskrit Dramatic Criticism,Mainkar T G,R-13-C,I1,G,OC,MAIN,
62581,Abhijanana Shakuntalam,M R Kale,R-3-E,I,G,OC,MAIN,
62582,Sanskrit In 30 Lectures,Sastri D N,R-1-E,O,G,OC,MAIN,
62583,Pratima Natakam,M R Kale,R-0-Z,I,NA,OC,MAIN,
62584,Priyadarshika,M R Kale,R-9-C,I,G,OC,MAIN,
62585,Kiratarjuniyam,M R Kale,R-5-A,F1,G,OC,MAIN,
62586,Malavikagnimitram A Crtitical Study,Panandkar M D,R-9-B,I,G,OC,MAIN,
62587,Abhijanana Shakuntalam,Devadhar C R,R-8-E,I,D,OC,MAIN,
62588,Kamsavaho (Prakrit),Upadhye A N,R-14-E,F1,G,OC,MAIN,
62589,State & Government In Ancient Indian,Altekar A S,R-4-B,M,G,OC,MAIN,
62590,Vadiraja's Refutation of Sankara's Non-Dualism,Betty L S,R-2-C,C6,G,OC,MAIN,
62591,Deenarka Rajakumara Hemalekham,Sukhamoy Mukherjee,R-9-C,I,G,OC,MAIN,
62593,Tatva Bindu,Vachaspathi Misra,R-4-F,Z,G,OC,MAIN,
62594,Kavi Kantha Bharana,Kshemendra,R-13-D,J,G,OC,MAIN,
62595,Elements of Indian Logic And Epistemology,Candiodaya Bhattacharya,R-0-Z,C2,NA,OC,MAIN,
62676,Rg Veda With Commentaries Vol I,Visbhandhan Ed,R-1-A,A1,NA,OC,MAIN,
62677,Rg Veda With Commentaries Vol II,Visbhandhan Ed,R-1-A,A1,G,OC,MAIN,
62678,Rg Veda With Commentaries Vol III,Visbhandhan Ed,R-1-A,A1,G,OC,MAIN,
62679,Rg Veda With Commentaries Vol IV,Visbhandhan Ed,R-1-A,A1,G,OC,MAIN,
62680,Rg Veda With Commentaries Vol V,Visbhandhan Ed,R-1-A,A1,G,OC,MAIN,
62681,Rg Veda With Commentaries Vol VI,Visbhandhan Ed,R-1-A,A1,G,OC,MAIN,
62682,Rg Veda With Commentaries Vol VII,Visbhandhan Ed,R-1-A,A1,G,OC,MAIN,
62683,Rg Veda With Commentaries Vol VIII,Visbhandhan Ed,R-1-A,A1,G,OC,MAIN,
62684,Vajasameyi Samhita,Weber A Ed,R-1-A,A2,G,OC,MAIN,
62685,Kavyaprasaka,S N Goshal,R-3-D,J,G,OC,MAIN,
62686,Rasagangadhara Vol I,Jagannatha,R-5-D,J,G,OC,MAIN,
62687,Rasagangadhara Vol II,Jagannatha,R-5-D,J,G,OC,MAIN,
62688,Comparative Grammar of The Indo-Germanic Languages Vol I,K Brngmanm,R-10-C,L,G,OC,MAIN,
62689,Comparative Grammar of The Indo-Germanic Languages Vol II,K Brngmanm,R-10-C,L,G,OC,MAIN,
62690,Comparative Grammar of The Indo-Germanic Languages Vol III,K Brngmanm,R-10-C,L,G,OC,MAIN,
62691,Comparative Grammar of The Indo-Germanic Languages Vol IV,K Brngmanm,R-1-E,L,G,OC,MAIN,
62692,Comparative Grammar of The Indo-Germanic Languages Vol V,K Brngmanm,R-10-C,L,G,OC,MAIN,
62693,Abhidha Vritti Matrka,Mukula Bhatta,R-13-D,J,G,OC,MAIN,
62694,Kalidasa Granthavalih,Divedi R P,R-7-A,R,G,OC,MAIN,
62695,Katyayana and Patanjali,Kielhoom F,R-5-E,B6,G,OC,MAIN,
62696,Meghaduta,Wilson H H,R-14-C,F2,G,OC,MAIN,
62697,Karnabharam,Devadhar C R,R-9-B,I,G,OC,MAIN,
62698,Karnabharam,Vaidyanatha Jha,R-3-E,I,G,OC,MAIN,
62699,Samavedasamhita,Satvalekan,R-1-A,A3,G,OC,MAIN,
62700,Rasarnava Sudhakara,Simhabhupala,R-13-D,J,G,OC,MAIN,
62701,Sahitya Nibandhah,Sobhita Misra,R-15-D,O,G,OC,MAIN,
62702,Sahitya Nibandhah,Sobhita Misra,R-15-D,O,G,OC,MAIN,
62703,Nibandhadarsah,Giridharasarma,R-5-E,O,G,OC,MAIN,
62704,Vritti Vartika,Appaya Dikshitha,R-13-D,J,G,OC,MAIN,
62705,Sabda Vyapara Vicharaha,Divedi R P,R-13-D,J,G,OC,MAIN,
62706,Kavyamanjusha,Anantharama Sastri Vetal,R-14-E,F1,G,OC,MAIN,
62707,Chandraloka,Jayadeva,R-13-C,J,G,OC,MAIN,
62708,Pracanda Pandavam,Rajasekhara,R-9-C,I,G,OC,MAIN,
62709,Artha Sangraha,Ed. Ramachandara Jha,R-2-A,C5,G,OC,MAIN,
62710,Artha Sangraha,G Thibaut,R-2-A,C5,G,OC,MAIN,
62711,Mahimna Strotram,Pushpadanta,R-3-E,F2,G,OC,MAIN,
62712,History of Ancient Sanskrit Literature,Max Muller F,R-14-E,K,G,OC,MAIN,
62713,A History of Vedic Literature,S N Sarma,R-5-E,K,D,OC,MAIN,
62714,Studies In Vedic Interpretation,A B Purani,R-1-C,A6,G,OC,MAIN,
62715,Religion of The Vedas,Bloomfield M,R-4-E,A6,G,OC,MAIN,
62716,The Mythology of The Aryan Nations,G W Cox,R-6-B,M,G,OC,MAIN,
62803,Collected Papers of The Institute Volume 1 - 1978,"Tamil, Sanskrit And Other Languages Research Institute, Egmore, Madras",R-3-A,P,G,OC,MAIN,
62804,Banabhatta,Krishnamoorthy K,R-9-E,M1,G,OC,MAIN,
62805,Indian Literature,Sahitya Academy,R-0-Z,K,NA,OC,MAIN,
62806,Bhagavat Gita With The Commentary of Sankara (Translation),A Mahadeva Sastri,R-0-Z,C6,NA,OC,MAIN,
62807,Dakshinamurthy Stotra,A Mahadeva Sastri,R-3-C,F2,G,OC,MAIN,
62834,History of Sanskrit Poetics,S K De,R-3-E,J,B,OC,MAIN,
62836,History of Sanskrit Literature,Macdonall A A,R-14-F,K,G,OC,MAIN,
62837,Mahasubhasitasangraha,Sternbach L,R-5-C,F2,G,OC,MAIN,
62838,Manusmriti Vol I,J H Dave,R-5-E,A5,G,OC,MAIN,
62888,Vedartha Sangraha,S S Raghavan,R-0-Z,C6,NA,OC,MAIN,
62889,Drg-Drsya-Viveka,Nikhilananda,R-2-B,C6,G,OC,MAIN,
62890,Methods of Knowledge According To Advaita,Satprakasananda,R-2-E,C6,G,OC,MAIN,
62891,Spritual Heritage of India,Prabhavananda,R-2-D,M,G,OC,MAIN,
62892,Cultural Heritage of India Vol 1,Institute Of Culture,R-6-B,M,G,OC,MAIN,
62893,Cultural Heritage of India Vol 2,Institute Of Culture,R-6-B,M,G,OC,MAIN,
62894,Cultural Heritage of India Vol 3,Institute Of Culture,R-6-B,M,G,OC,MAIN,
62895,Cultural Heritage of India Vol 4,Institute Of Culture,R-6-B,M,G,OC,MAIN,
62896,Vedanta Paribasha,Dharmaraja Adhvari,R-5-F,C6,G,OC,MAIN,
62897,Mandukya Upanishad Karikas,Nikhilananda,R-3-C,C6,D,OC,MAIN,
62898,Brahma Sutra Bashya of Sankara,Gambhirananda,R-0-Z,C6,NA,OC,MAIN,
62899,Prasnopanishad,Saronanda,R-1-C,C6,G,OC,MAIN,
62900,Mundakopanishad,Saronanda,R-1-C,C6,G,OC,MAIN,
62901,Aitareyopanishad,Saronanda,R-1-B,C6,G,OC,MAIN,
62902,Taittriyopanishad,Saronanda,R-1-C,C6,D,OC,MAIN,
62903,Chandogya Upanishad,Swahananda,R-1-B,C6,G,OC,MAIN,
62904,Upadesa Sahasri,Sankaracharya,R-3-A,C6,G,OC,MAIN,
62905,Pancadasi,Vidyaranya,R-5-B,C6,G,OC,MAIN,
62906,Narada Bhakti Sutras,Tyagisananda,R-2-B,C8,G,OC,MAIN,
62907,Advaita Vedanta,Vivekananda,R-0-Z,C6,NA,OC,MAIN,
62908,Vedanta Sara,Sadananda,R-2-B,C6,D,OC,MAIN,
62909,Shiva Mahimna Strotram,Pushpadanta,R-13-A,F2,G,OC,MAIN,
62910,Vivekachudamani,Sankaracharya,R-2-E,C6,G,OC,MAIN,
62911,Panchikaranam,Sankaracharya,R-2-B,C6,G,OC,MAIN,
62990,Brahma Sutra Sankara Bashyam Catussutri,K N Misra,R-4-E,C6,G,OC,MAIN,
62991,Prastava Tarangini,Carndeva Sastri,R-5-E,O,G,OC,MAIN,
62992,Vedanta Paribasha,Dharmaraja,R-0-Z,C6,NA,OC,MAIN,
62993,Vedanta Paribasha,Dharmaraja,R-0-Z,C6,NA,OC,MAIN,
62994,Artha Sangraha,"Laugakshi Bhaskara, G Thibaut",R-1-A,C5,G,OC,MAIN,
62995,Tatva Prakasah,Bhoja,R-2-D,C8,G,OC,MAIN,
62996,Sarasvati Kanthabharanam,Bhoja,R-13-D,J,G,OC,MAIN,
62997,Purana Kanyalocanam (Samikshanatmak Bhag),Sri Krishnamani Tripathi,R-8-A,E1,G,OC,MAIN,
62998,Purana Kanyalocanam (Ganeshanatmak Bhag),Sri Krishnamani Tripathi,R-8-A,E1,G,OC,MAIN,
62999,Sanskrit Vyakaranodayah,Jayamanth Misra,R-15-C,O,G,OC,MAIN,
63000,Vedanta Paribasha,Dharmaraja Adhvari,R-3-D,C6,G,OC,MAIN,
63001,Vedanta Paribasha,Dharmaraja Adhvari,R-6-B,C6,G,OC,MAIN,
63020,Kavyamimamsa,Rajasekhara,R-4-E,J,G,OC,MAIN,
63021,Ganakarika of Acarya Bhasarvajna,Bhasarvajna (Ed D Dalal),R-15-C,C8,G,OC,MAIN,
63022,Manasollasa,Someswara,R-10-B,R,G,OC,MAIN,
63023,Nyayapravesha Vol 1,Dingnaga,R-2-D,C7,NA,OC,MAIN,
63024,Vikramankabhyudayam,Someswara,R-9-D,H,G,OC,MAIN,
63025,The Soma-Hymns of Rgveda,S S Bhave,R-1-A,A1,G,OC,MAIN,
63026,Origin And Development of Dattatreya Worship In India,H S Joshi,R-0-Z,C8,NA,OC,MAIN,
63027,Similies In Ramayana,M M Pathak,R-8-A,D4,G,OC,MAIN,
63028,Sri Kanthacaritam - A Study,B N Bhat,R-14-A,F1,G,OC,MAIN,
63029,Bhavaprakasana,Sanadatanaya,R-5-D,J,G,OC,MAIN,
63030,Jayasamhita Vol 1,K K Shastree,R-5-C,D2,G,OC,MAIN,
63031,Jayasamhita Vol 2,K K Shastree,R-5-C,D2,G,OC,MAIN,
63032,Natyadarpana,Ramacandra Gunacandra,R-13-D,I1,G,OC,MAIN,
63033,Sabarabhashyam English Ed. Vol 1,Ganganath Jha,R-2-A,C5,G,OC,MAIN,
63034,Sabarabhashyam English Ed. Vol 1,Ganganath Jha,R-2-A,C5,G,OC,MAIN,
63035,Sabarabhashyam English Ed. Vol 1,Ganganath Jha,R-2-A,C5,G,OC,MAIN,
63036,Index To The English Translation of Sabara Bhashya,Umesh Misra,R-6-A,R,G,OC,MAIN,
63037,Pada Index To Valmiki Ramayana Vol 1,G H Bhat,R-6-A,R,G,OC,MAIN,
63038,A Dictionary of Sanskrit Grammar,K V Abhyankar,R-8-D,R,G,OC,MAIN,
63039,Pada Index To Valmiki Ramayana Vol 2,G H Bhat,R-6-A,R,G,OC,MAIN,
63040,Agamapramanya,Ed. Dr N Narasimhachary,R-2-A,C8,G,OC,MAIN,
63041,Valmiki Ramayana Cri. Edn. (Balakanda),Ed. G H Bhat,R-8-A,D1,G,OC,MAIN,
63042,Valmiki Ramayana Vol 2 (Ayodhyakanda),P L Vaidya,R-8-A,D1,G,OC,MAIN,
63043,Valmiki Ramayana Vol 3 (Aranyakanda),P C Dibanji,R-8-A,D1,G,OC,MAIN,
63044,Valmiki Ramayana Vol 4 (Kishkindakanda),D R Mankad,R-8-A,D1,G,OC,MAIN,
63045,Valmiki Ramayana Vol 5 (Sundarakanda),G C Jhala,R-8-A,D1,G,OC,MAIN,
63046,Valmiki Ramayana Vol 6 (Yuddhakanda),P L Vaidya,R-8-A,D1,G,OC,MAIN,
63047,Valmiki Ramayana Vol 7 (Uttarakanda),U P Shah,R-8-A,D1,G,OC,MAIN,
63093,Word Index To Brahmasutra Bhashya of Sankara Vol 1,T M P Mahadevan,R-6-A,R,G,OC,MAIN,
63094,Word Index To Brahmasutra Bhashya of Sankara Vol 2,T M P Mahadevan,R-6-A,R,G,OC,MAIN,
63095,Samkshepa Sarirakam,Sarvajnatman,R-2-B,C6,G,OC,MAIN,
63096,Some Aspects of Literary Criticism In Sanskrit,Sankaran,R-4-E,J,G,OC,MAIN,
63097,Some Aspects of Literary Criticism In Sanskrit,Sankaran,R-0-Z,J,NA,OC,MAIN,
63098,Sivadvaita Nirnaya,Appaya Dikshitha,R-1-E,C8,G,OC,MAIN,
63099,Sata Ratna Sangrahah,Umapati Sivacarya,R-2-D,C7,G,OC,MAIN,
63100,Gaudapada,T M P Mahadevan,R-2-C,M1,G,OC,MAIN,
63101,Sankhya Karika,Isvara Krishna,R-0-Z,C3,NA,OC,MAIN,
63102,Sambandha Vartikam,Sureswvara,R-2-B,C6,G,OC,MAIN,
63103,Index To Dissertations In Philosophy,Abdul Rawoof,R-6-A,R,G,OC,MAIN,
63104,Visistadvaita - Its Mystical And Metaphysical Undertones,K Sheshadri,R-0-Z,C6,NA,OC,MAIN,
63105,Advaita In Tamil,T P Meenakshisundaram,R-2-C,C6,G,OC,MAIN,
63106,The Concept of Bhakti,P Thirujnanasambamdhan,R-0-Z,C8,NA,OC,MAIN,
63107,"The Vedas, Upanishads And The Bhagavad Gita - The Path of Action",C S Venkateswaran,R-2-C,C6,G,OC,MAIN,
63118,Sankarsha Kanda,Jaimini,R-2-A,C5,G,OC,MAIN,
63119,Taittriyopanishad Bhasya Vartika,Sureswvara,R-2-B,C6,G,OC,MAIN,
63120,Pratyabhijnahrdayam,P Thirujnanasambamdhan,R-5-A,I,G,OC,MAIN,
63175,Tirukural In Sanskrit,Sriramadesikan S N,R-0-Z,M,NA,OC,MAIN,
63176,Ettuttogai In Sanskrit,Sriramadesikan S N,R-13-A,M,G,OC,MAIN,
63177,Pattuppattu In Sanskrit,Sriramadesikan S N,R-13-A,M,G,OC,MAIN,
63178,Avvaiyar Niti Granthah,Sriramadesikan S N,R-13-A,M,G,OC,MAIN,
63188,The Upanishads - An Anthology,D S Sarma,R-1-B,C6,G,OC,MAIN,
63189,Gita Govindam And Sitaramavijayarahakeli,Jayadeva,R-4-F,F2,G,OC,MAIN,
63190,Sanskrit Drama,Indusekhar,R-1-D,I1,G,OC,MAIN,
63191,Abhinaya Sara Samputa,Narayana Aiyangar,R-13-C,I1,D,OC,MAIN,
63192,Message of Upanishads,Ranganathananda,R-0-Z,C6,NA,OC,MAIN,
63193,Monograph On Natya Sastra,P S R Apparao,R-2-C,I1,G,OC,MAIN,
63194,Essentials of Indian Philosophy,Hiriyanna M,R-2-C,C9,G,OC,MAIN,
63195,Theory of Knowledge,R M Chrisholm,R-2-E,M,G,OC,MAIN,
63196,Vedanta Sara Sangraha,Anantendra,R-2-B,C6,G,OC,MAIN,
63197,Vishnu Sahasranama - A Study,T M P Mahadevan,R-8-B,D2,G,OC,MAIN,
63198,Glimpses of Kalidasa,P Balakrishnan,R-9-B,M1,G,OC,MAIN,
63199,Essays In Indian Philosophy (Presented To T M P Mahadevan On His 50Th Birthday),Fifty Two Scholars,R-6-B,P,G,OC,MAIN,
63526,Saundaryalahari Bhashyam,Anna,R-0-Z,C8,NA,OC,MAIN,
63527,Upanishad Saram,Anna,R-3-C,C6,G,OC,MAIN,
63528,Upanishad Saram,Anna,R-3-C,C6,D,OC,MAIN,
63529,Upanishad Saram,Anna,R-1-F,C6,G,OC,MAIN,
63530,Upanishad Saram,Anna,R-1-B,C6,G,OC,MAIN,
63531,Upanishad Saram,Anna,R-3-C,C6,D,OC,MAIN,
63532,Upanishad Saram,Anna,R-5-A,C6,G,OC,MAIN,
63533,Upanishad Saram,Anna,R-4-F,C6,D,OC,MAIN,
63534,Upanishad Saram,Anna,R-0-Z,C6,NA,OC,MAIN,
63535,Vedanta Sangraha,Ramanuja,R-0-Z,C6,NA,OC,MAIN,
63536,Vedanta Sangraha,Ramanuja,R-2-F,C6,G,OC,MAIN,
63537,Vedantha Paribasha,Dharmaraja Adhvari,R-3-D,C6,D,OC,MAIN,
63538,Vedantha Paribasha,Dharmaraja Adhvari,R-0-Z,C6,NA,OC,MAIN,
63539,Vedanta Sara,Sadananda,R-12-B,C6,G,OC,MAIN,
63540,Vedanta Sara,Sadananda,R-2-F,C6,G,OC,MAIN,
63541,Vedanta Sara,Sadananda,R-0-Z,C6,NA,OC,MAIN,
63592,Taddhitantah Kecana Sabdah,Tripathi B P,R-0-Z,O,NA,OC,MAIN,
63829,Vakroktijivita,Kuntaka,R-3-C,J,G,OC,MAIN,
63830,Analytical Study of Isavasyopanishad,V V Mudolkar,R-1-C,C6,G,OC,MAIN,
63831,Kalidasa,Karmarkar R D,R-4-E,M1,G,OC,MAIN,
63832,Dhvanayaloka,Krishnamoorthy K,R-3-E,J,G,OC,MAIN,
63833,Indian Philosophical Systems,E L Srikrishna Sarma,R-2-D,C9,G,OC,MAIN,
63834,Sankara's Advaita,Karmarkar R D,R-5-E,C6,G,OC,MAIN,
64036,Laghu Yoga Vasista,K Narayana Swami Iyer,R-0-Z,C6,NA,OC,MAIN,
64037,Laghu Yoga Vasista,K Narayana Swami Iyer,R-2-B,C6,G,OC,MAIN,
64074,The Concept of Avatars,R K Pandey,R-8-B,E,G,OC,MAIN,
64075,Character Portayals In The Ramayana of Valmiki,Alois Wurm,R-8-A,D4,G,OC,MAIN,
64076,Sri Sarada Devi,Nanda Mukerjee,R-14-B,N,G,OC,MAIN,
64077,The Eastern School of Prakrit Grammarians,S R Banerjee,R-15-C,L,G,OC,MAIN,
64078,Public Speeches In Ancient And Medieval India,S C De,R-10-A,M,G,OC,MAIN,
64079,The Rg Vedic Foundation of Classical Poets,Mainkar T G,R-1-B,J,G,OC,MAIN,
64080,Sanskrit Manual,Monier Williams/Afgough,R-15-C,O,G,OC,MAIN,
64081,History of Visistadvaita Literature,V K S N Raghvan,R-0-Z,C6,NA,OC,MAIN,
64134,Nyayokti Kosah,Chhalinath Misra,R-3-A,R,G,OC,MAIN,
64135,Was Ramayana Copied From Homes?,K T Telary,R-8-A,D4,G,OC,MAIN,
64136,Navyanyaya - Some Logical Problems In Historical Perspective,Gopika Mohan Bhattacharya,R-2-A,C2,G,OC,MAIN,
64137,The Philosophy of Mandukya Karika,Caterina Colio,R-2-B,C6,G,OC,MAIN,
64138,Panini As Grammarian,Mahavir,R-15-C,C6,G,OC,MAIN,
64139,Sublime Thoughts of Katha Upanishad,Sarabdayal,R-1-C,C6,TBR,OC,MAIN,
64140,Asvalayana Grhya Sutram,Narendranath Sarma,R-3-E,A5,G,OC,MAIN,
64141,INdian Acculturation - Agastya & Skanda,Ghurye G S,R-10-A,M,G,OC,MAIN,
64142,The Banner of Kamadeva  Literature & Indian Culture & Other Topics of Sanskrit,G T Artola,R-10-A,M,G,OC,MAIN,
64143,Studies In Vedic And Indo-Iranian Religion And Literature Vol II,K C Chattopadhyaya,R-1-C,K,G,OC,MAIN,
64144,Life Thought And Mysticism In India,M N Sircar,R-2-E,M,G,OC,MAIN,
64216,Saraswata Vyakaranam I,Anubhuti Svarupocarya,R-15-C,B6,G,OC,MAIN,
64217,Saraswata Vyakaranam I,Anubhuti Svarupocarya,R-15-C,B6,G,OC,MAIN,
64218,Natya Sastra I,Bharata Muni,R-8-B,I1,D,OC,MAIN,
64219,Natya Sastra II,Bharata Muni,R-13-F,I1,G,OC,MAIN,
64220,Pratyabhijnahrdayam,Kshemaraja,R-2-D,C8,G,OC,MAIN,
64221,Khandana Khanda Khadyam,Sri Harsha,R-2-C,C6,G,OC,MAIN,
64222,Vaiyakarana Siddhanta Kaumudi Part I,Bhattoji Dikshit,R-3-A,B6,D,OC,MAIN,
64223,Vaiyakarana Siddhanta Kaumudi Part II,Bhattoji Dikshit,R-3-A,B6,G,OC,MAIN,
64224,Dasarupaka,Dhananjaya,R-13-B,I1,G,OC,MAIN,
64225,Sabda Sakti Prakasika,Jagadisa Tarkalankara,R-8-C,J,G,OC,MAIN,
64226,Prakrita Prakasa,Vararuci,R-15-A,L,G,OC,MAIN,
64227,Kasika I,Vamanajayaditya,R-8-C,B6,G,OC,MAIN,
64228,Kasika of Pt Vamana & Jayaditya Part II,Ed Sri Narayana Misra (Vamanajayaditya),R-15-A,B6,G,OC,MAIN,
64229,Nyaya Siddhanta Muktavali - Karikavali,Viswanatha,R-4-F,C2,G,OC,MAIN,
64230,Artha Sangraha,Laugakshi Bhaskara,R-0-Z,C5,NA,OC,MAIN,
64231,Atharvaveda Samhita (1-10 Khanda),Ed. Veni Madhava Sarma,R-1-A,A4,G,OC,MAIN,
64232,Viddhasala Bhanjika,Rajasekhara,R-9-C,I,G,OC,MAIN,
64233,Laryngeal Theory - A Critical Evaluvation,S S Misra,R-10-C,L,G,OC,MAIN,
64234,Karnabharam,Bhasa,R-5-E,I,NA,OC,MAIN,
64235,Tarka Sangraha,Annambhatta,R-5-A,C2,D,OC,MAIN,
64236,Tarka Sangraha,Annambhatta,R-0-Z,C2,NA,OC,MAIN,
64237,Tarka Sangraha,Annambhatta,R-5-A,C2,G,OC,MAIN,
64238,Tarka Sangraha,Annambhatta,R-0-Z,C2,NA,OC,MAIN,
64239,Poet-Philosophers of The Rg Veda,C Kunhan Raja,R-1-C,A6,TBR,OC,MAIN,
64240,The Mind of Adi Sankara,Y Keshava Menon,R-0-Z,C6,NA,OC,MAIN,
64241,Pancatantra,A W Ryder,R-3-E,S,G,OC,MAIN,
64242,Manu And Tiruvalluvar,Ramananda Bharati,R-1-D,M,G,OC,MAIN,
64243,Guide To Upanishads,M P Pandit (Compiler),R-1-C,C6,G,OC,MAIN,
64244,A Study of Tamil Verbs,V S P Manickam,R-10-C,L,G,OC,MAIN,
64245,Skanda Puranam Part I,Anantarama Dikshitar,R-0-Z,E,NA,OC,MAIN,
64669,Visistadvaita Vedanta - A Study,Aravind Sarma,R-2-A,C6,G,OC,MAIN,
64748,Brahma Vidyabharanam Vol I,Advaitananda,R-1-F,C6,G,OC,MAIN,
64749,Brahma Vidyabharanam,Advaitananda,R-2-B,C6,G,OC,MAIN,
64750,Mandukya Karika Bhashya With Commentary of Anubhutisvarupa,Sankara,R-0-Z,C6,NA,OC,MAIN,
64758,Kalidasa,A D Singh,R-14-F,M1,G,OC,MAIN,
64759,Kautilya's Concept of Diplomacy,Bharati Mukerjee,R-10-B,C9,G,OC,MAIN,
64792,Technical Literature In Sanskrit,S Venkatasubramania Iyer,R-0-Z,K,NA,OC,MAIN,
64909,A History of Sanskrit Literature,Keith A B,R-5-C,K,G,OC,MAIN,
65276,Mathematics In Ancient And Medieval India,A K Bag,R-3-B,M,G,OC,MAIN,
65277,The Avestan - A Historical And Comparative Grammar,S S Mira,R-5-B,L,G,OC,MAIN,
65278,Tarkabhasa,Kesava Misra,R-2-A,C2,G,OC,MAIN,
65279,History of Sanskrit Literature In Tamil,N Natarajan,R-0-Z,K,NA,OC,MAIN,
65280,History of Sanskrit Literature In Tamil,N Natarajan,R-0-Z,K,NA,OC,MAIN,
65281,History of Sanskrit Literature In Tamil,N Natarajan,R-0-Z,K,NA,OC,MAIN,
65282,History of Sanskrit Literature In Tamil,N Natarajan,R-3-E/R-5-A,K,G,OC,MAIN,
65400,Kiratarjuniya Canto I - With Tamil Translation,Bharavi,R-0-Z,F2,NA,OC,MAIN,
65401,Kiratarjuniya Canto I - With Tamil Translation,Bharavi,R-8-E,F2,G,OC,MAIN,
65402,Kiratarjuniya Canto I - With Tamil Translation,Bharavi,R-8-E,F2,D,OC,MAIN,
65403,Dasakumara Charitham With Tamil Translation,Dandin,R-9-E,G,G,OC,MAIN,
65404,Dasakumara Charitham With Tamil Translation,Dandin,R-9-E,G,G,OC,MAIN,
65405,Dasakumara Charitham With Tamil Translation,Dandin,R-8-E,G,D,OC,MAIN,
65476,Sanskrit - English Dictionary,A A MacDonell,R-6-B,R,G,OC,MAIN,
65477,Thai-Desa Vilasam,Satyavrat Sastri,R-1-C,F1,G,OC,MAIN,
65478,Kalpacintamanih,Damodara Bhatta,R-2-D,B1,G,OC,MAIN,
65479,Political Concepts And Institutions In The Sukla Yajurveda,U K Pandey,R-1-C,A2,G,OC,MAIN,
65493,Inference In Indian And Western Logic,B K Bhattacharya,R-2-A,C2,G,OC,MAIN,
65494,A Mordern Introduction To Indian Logic,S S Barlingay,R-5-B,C2,G,OC,MAIN,
65495,Vasishtha Ramayana - A Study,T G Minkar,R-2-B,D3,G,OC,MAIN,
65628,Cultural History of Ancient India,P S Joshi,R-5-A,M,G,OC,MAIN,
65629,Cultural History of India,P S Joshi,R-0-Z,M,NA,OC,MAIN,
65761,Dasaprakarana I,Ed. From Bangalore,R-5-D,C7,G,OC,MAIN,
65762,Dasaprakarana II,Ed. From Bangalore,R-1-E,C7,G,OC,MAIN,
65763,Dasaprakarana III,Ed. From Bangalore,R-2-C,C7,G,OC,MAIN,
65764,Dasaprakarana IV,Ed. From Bangalore,R-2-C,C7,G,OC,MAIN,
65765,Brahmasutra - Catussutri,Oriental Book Agency - Poona,R-0-Z,C6,NA,OC,MAIN,
65766,Brahmasutra - Catussutri,Oriental Book Agency - Poona,R-4-F,C6,G,OC,MAIN,
65767,Brahmasutra - Catussutri,Oriental Book Agency - Poona,R-3-E,C6,D,OC,MAIN,
65768,Brahmasutra - Catussutri,Oriental Book Agency - Poona,R-0-Z,C6,NA,OC,MAIN,
65784,Bhakti Ratnavali (From Bhagavata),Vishnu Puri (R K Math Ed),R-14-B,C8,G,OC,MAIN,
65853,The Stream of Indian Culture,Nirmal Kumar,R-10-A,M,G,OC,MAIN,
65854,Vedanta And Mordern Science,Bharatiya Vidya Bhavan Publication,R-2-C,C6,G,OC,MAIN,
65889,Sankaracarya,T M P Mahadevan,R-2-D,M1,G,OC,MAIN,
65896,Srisuktam,"Dhundhi Raja Sastri, Chowkhamba Ed.",R-5-B,A1,G,OC,MAIN,
65897,Sri Madhva Vedanta (Poornaprajna Bhashya),Madhvacharya,R-2-C,C6,G,OC,MAIN,
65898,Women In Manusmriti And His Seven Commentators,Das R M,R-1-D,A5,G,OC,MAIN,
65899,Ascetics of Kasi,Sinha And Sarasvati,R-10-B,M,G,OC,MAIN,
65900,Essays On Sankhya And Other Systems of Indian Philosophy,Gupta A S,R-2-E,C3,G,OC,MAIN,
65901,Isavasyopanishad With Sankara's Commentary,Ed. Sastri And Others,R-1-B,C6,G,OC,MAIN,
65902,Devipushpanjalistotram,Ed. Chowkamba,R-13-A,F2,G,OC,MAIN,
65903,Sukla Yajurveda Sadhyopasana Vidhi,Ed. Chowkamba,R-1-B,A2,D,OC,MAIN,
65904,Madhyandina Sakhiya Purusasuktam,Ed. Chowkamba,R-1-F,A1,D,OC,MAIN,
65905,Devisuktam,Ed. Chowkamba,R-0-Z,A1,NA,OC,MAIN,
65906,Srisuktam,Ed. Chowkamba,R-1-A,A1,G,OC,MAIN,
